CensusTract,County Code,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractSeniorsProportion,TractWhite,TractBlack,TractBlackProportion,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
26005031000,26005,Michigan,Allegan County,0,6214,2156,0,28,0.45,0,0,0,1,1,1,21.3,47962,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5708,91.85,2768,44.55,1648,26.52,596,9.58,4612,74.22,235,3.78,13,0.22,2,0.03,65,1.04,780,12.56,1030,16.57,127,5.90,314,14.57,4946,79.60,2295,36.93,1395,22.46,531,8.55,4090,65.82,194,3.12,9,0.15,2,0.03,55,0.89,596,9.59,799,12.86,112,5.18,275,12.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3050,1814,639,0.102832314,4959,252,0.040553589,14,2,71,916,1215,147,342
26005031100,26005,Michigan,Allegan County,1,6409,2503,0,155,2.42,0,0,0,0,0,0,8.7,65764,1,1,1,1,1,0,0,0,5438,5964,5438,1183,1316,1183,5964,93.06,1316,20.54,1299,20.27,1099,17.15,5759,89.85,48,0.75,23,0.36,0,0.00,27,0.42,106,1.66,96,1.50,74,2.97,123,4.93,5438,84.85,1183,18.45,1168,18.23,1026,16.00,5253,81.96,44,0.69,22,0.34,0,0.00,24,0.38,95,1.48,90,1.40,66,2.64,112,4.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1350,1429,1152,0.17974723,6174,57,0.008893743,27,0,30,121,115,88,145
26005031200,26005,Michigan,Allegan County,0,5497,2154,0,234,4.26,0,0,0,1,1,1,11.9,47412,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4077,74.16,1816,33.03,1093,19.87,506,9.21,3746,68.15,180,3.28,28,0.51,0,0.00,20,0.36,102,1.86,139,2.54,150,6.96,202,9.37,809,14.73,369,6.72,221,4.02,104,1.89,770,14.01,16,0.28,3,0.06,0,0.00,0,0.00,20,0.36,30,0.55,25,1.18,39,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2484,1439,640,0.116427142,5045,225,0.040931417,44,0,28,155,211,136,224
26005031300,26005,Michigan,Allegan County,0,4692,1686,0,25,0.53,0,0,0,0,0,0,12.2,72500,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4644,98.97,1308,27.88,1259,26.82,554,11.81,4445,94.74,26,0.55,16,0.34,0,0.00,22,0.46,135,2.87,170,3.63,27,1.58,121,7.16,4590,97.82,1293,27.57,1244,26.51,548,11.68,4394,93.65,26,0.55,16,0.34,0,0.00,20,0.43,134,2.85,168,3.58,27,1.58,119,7.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,1272,564,0.120204604,4492,26,0.005541347,16,0,23,135,174,29,136
26005031800,26005,Michigan,Allegan County,1,4486,1759,0,14,0.31,0,0,0,0,1,0,7.6,69180,1,1,1,1,1,0,0,1,4486,4486,4486,1095,1095,1095,4486,100.00,1095,24.41,1111,24.77,639,14.24,4329,96.50,18,0.40,19,0.42,0,0.00,11,0.25,109,2.43,115,2.56,112,6.36,148,8.42,4486,100.00,1095,24.41,1111,24.77,639,14.24,4329,96.50,18,0.40,19,0.42,0,0.00,11,0.25,109,2.43,115,2.56,112,6.36,148,8.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1120,1111,639,0.142443156,4329,18,0.004012483,19,0,11,109,115,124,158
26005031900,26005,Michigan,Allegan County,1,5007,1971,0,7,0.14,0,0,0,0,1,0,12.6,61575,1,1,1,1,1,0,0,1,1592,3504,1592,592,1258,592,3504,69.98,1258,25.12,918,18.33,469,9.37,3330,66.51,18,0.37,25,0.50,0,0.00,15,0.29,116,2.31,107,2.13,142,7.22,165,8.37,1592,31.80,592,11.83,430,8.58,190,3.80,1529,30.55,4,0.09,4,0.09,0,0.00,7,0.13,47,0.94,54,1.08,70,3.53,73,3.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1688,1349,675,0.134811264,4710,45,0.008987418,39,0,21,192,169,174,223
26005032000,26005,Michigan,Allegan County,1,5260,2009,0,155,2.95,1,1,1,0,0,1,21.1,70233,1,1,1,1,1,0,0,0,2425,3621,2425,773,1118,773,3621,68.84,1118,21.25,1013,19.25,435,8.26,3478,66.11,36,0.69,9,0.18,0,0.00,23,0.43,75,1.42,101,1.92,58,2.87,178,8.85,2425,46.11,773,14.70,677,12.87,257,4.89,2341,44.51,18,0.34,6,0.11,0,0.00,11,0.21,50,0.95,53,1.00,35,1.74,118,5.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1657,1372,745,0.141634981,5045,50,0.009505703,19,2,34,110,128,115,279
26005032100,26005,Michigan,Allegan County,0,4496,1741,0,11,0.24,0,0,0,0,0,0,8.5,69245,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4316,96.00,1159,25.77,1044,23.22,619,13.77,4164,92.62,39,0.87,17,0.39,1,0.02,19,0.41,76,1.69,94,2.09,14,0.83,86,4.96,2444,54.35,679,15.10,563,12.53,385,8.55,2356,52.41,22,0.48,12,0.27,0,0.00,13,0.28,40,0.90,55,1.21,1,0.03,48,2.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1263,1090,644,0.143238434,4340,41,0.009119217,18,1,19,77,96,14,90
26005032200,26005,Michigan,Allegan County,1,5286,2240,0,136,2.57,0,0,0,0,0,0,17.1,60313,0,1,0,1,0,0,0,0,1,2405,1,0,894,0,2405,45.51,894,16.92,543,10.28,572,10.82,2095,39.64,78,1.48,47,0.90,0,0.01,18,0.34,166,3.14,302,5.71,84,3.77,128,5.72,1,0.02,0,0.01,0,0.01,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1921,1283,1180,0.223231177,4582,203,0.03840333,95,5,36,365,741,186,247
26005032401,26005,Michigan,Allegan County,1,1520,569,0,0,0.00,1,1,1,0,0,1,13.6,53750,1,1,1,1,1,0,0,0,635,1475,635,237,550,237,1475,97.03,550,36.19,425,27.96,129,8.48,1059,69.68,65,4.30,34,2.26,0,0.00,22,1.45,294,19.33,607,39.94,32,5.63,93,16.43,635,41.80,237,15.59,194,12.79,50,3.27,451,29.66,19,1.25,14,0.91,0,0.00,8,0.53,144,9.46,270,17.78,13,2.28,38,6.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,684,444,132,0.086842105,1088,68,0.044736842,35,0,22,307,634,37,108
26005032402,26005,Michigan,Allegan County,0,3751,1379,0,0,0.00,0,0,0,0,0,0,13.5,73125,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3749,99.94,940,25.06,948,25.26,447,11.91,3501,93.33,15,0.40,54,1.44,0,0.00,9,0.24,170,4.53,229,6.10,71,5.16,78,5.65,3686,98.25,918,24.46,935,24.92,439,11.70,3442,91.76,14,0.37,54,1.43,0,0.00,7,0.20,168,4.49,228,6.08,69,5.00,76,5.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,956,948,447,0.119168222,3503,15,0.003998934,54,0,9,170,229,74,82
26005032600,26005,Michigan,Allegan County,1,1434,709,0,0,0.00,0,0,0,0,0,0,5.2,63047,0,1,0,1,0,0,0,0,325,1335,325,68,280,68,1335,93.13,280,19.54,209,14.54,447,31.20,1242,86.64,29,2.05,12,0.86,0,0.00,3,0.20,48,3.38,97,6.79,15,2.07,26,3.73,325,22.66,68,4.75,41,2.83,145,10.08,314,21.90,3,0.24,3,0.18,0,0.00,1,0.05,4,0.29,16,1.13,4,0.50,6,0.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,229,461,0.321478382,1332,32,0.022315202,14,0,3,53,110,15,27
26007000100,26007,Michigan,Alpena County,0,4660,1932,0,9,0.19,1,1,0,0,0,1,12.7,54044,1,1,0,0,0,1,0,0,2421,2421,NULL,1066,1066,NULL,4660,100.00,1761,37.80,991,21.27,912,19.57,4579,98.26,7,0.15,12,0.26,1,0.02,26,0.56,35,0.75,58,1.24,77,3.99,226,11.70,4658,99.96,1761,37.79,991,21.27,911,19.55,4577,98.22,7,0.15,12,0.26,1,0.02,26,0.56,35,0.75,58,1.24,77,3.99,226,11.70,2421,51.96,1066,22.87,504,10.82,486,10.44,2384,51.16,5,0.10,9,0.20,0,0.00,7,0.16,16,0.35,28,0.61,57,2.96,119,6.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1754,991,912,0.195708155,4579,7,0.001502146,12,1,26,35,58,72,217
26007000200,26007,Michigan,Alpena County,0,4431,1733,0,7,0.16,0,0,0,0,0,0,8.2,57917,0,0,0,0,0,0,0,0,463,463,NULL,127,127,NULL,4431,100.00,1405,31.71,1060,23.92,644,14.53,4355,98.28,6,0.14,5,0.11,1,0.02,30,0.68,34,0.77,34,0.77,62,3.61,164,9.49,4427,99.92,1403,31.67,1060,23.92,643,14.51,4351,98.21,6,0.14,5,0.11,1,0.02,30,0.68,34,0.77,34,0.77,62,3.60,164,9.48,463,10.46,127,2.87,116,2.61,89,2.01,461,10.40,0,0.00,0,0.00,1,0.02,0,0.00,1,0.03,3,0.06,2,0.12,17,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1250,1060,644,0.145339652,4355,6,0.001354096,5,1,30,34,34,61,161
26007000300,26007,Michigan,Alpena County,0,3204,1348,0,142,4.43,0,0,0,0,0,0,8.5,58672,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,2963,92.48,941,29.36,602,18.80,548,17.10,2893,90.30,10,0.31,12,0.39,1,0.02,11,0.33,37,1.14,29,0.91,30,2.20,200,14.83,2616,81.65,837,26.11,543,16.94,476,14.85,2558,79.85,6,0.19,8,0.26,0,0.00,9,0.28,34,1.07,26,0.80,24,1.76,178,13.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1027,623,626,0.195380774,3122,18,0.005617978,14,1,11,38,33,37,244
26007000400,26007,Michigan,Alpena County,1,2989,1310,0,44,1.47,0,1,0,1,1,1,28.1,39071,0,1,0,1,0,0,0,1,88,2186,88,62,1396,62,2186,73.14,1396,46.69,514,17.20,269,9.00,2103,70.35,8,0.28,7,0.23,4,0.13,14,0.47,50,1.67,32,1.08,111,8.48,294,22.47,88,2.93,62,2.07,24,0.79,8,0.26,82,2.75,1,0.05,1,0.03,0,0.00,1,0.04,2,0.07,0,0.01,3,0.22,10,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1773,682,379,0.12679826,2877,12,0.004014721,8,4,18,70,41,167,419
26007000500,26007,Michigan,Alpena County,1,2104,906,0,61,2.90,0,1,0,0,0,1,24.4,41512,0,1,0,1,0,0,0,0,1,1357,1,0,701,0,1357,64.50,701,33.34,325,15.45,187,8.86,1314,62.46,5,0.24,3,0.12,0,0.00,4,0.19,31,1.49,12,0.55,50,5.48,154,16.95,1,0.05,0,0.02,0,0.01,0,0.01,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,965,505,257,0.122148289,2036,5,0.002376426,6,0,11,46,24,71,228
26007000600,26007,Michigan,Alpena County,1,3270,1447,0,214,6.54,0,0,0,0,1,0,15.8,76964,1,1,1,1,1,0,0,1,1231,2705,1231,408,830,408,2705,82.71,830,25.38,527,16.11,684,20.93,2613,79.92,0,0.00,43,1.33,2,0.05,14,0.43,32,0.99,40,1.24,173,11.99,232,16.02,1231,37.64,408,12.47,259,7.93,241,7.38,1188,36.34,0,0.00,11,0.34,1,0.03,11,0.33,20,0.60,20,0.62,61,4.19,106,7.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,914,597,903,0.276146789,3161,0,0,50,2,15,42,44,202,271
26007000700,26007,Michigan,Alpena County,1,2732,1292,0,21,0.77,0,0,0,0,1,0,8.6,62574,0,1,0,1,0,0,0,1,324,2023,324,72,654,72,2023,74.04,654,23.94,342,12.52,561,20.52,1992,72.92,4,0.13,6,0.23,0,0.00,9,0.33,12,0.43,10,0.37,103,7.94,163,12.59,324,11.85,72,2.63,58,2.12,69,2.51,321,11.75,1,0.03,0,0.00,0,0.00,2,0.07,0,0.00,1,0.04,2,0.15,24,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,921,495,729,0.266837482,2687,4,0.001464129,7,1,11,22,24,174,238
26007000800,26007,Michigan,Alpena County,1,3298,1531,0,16,0.49,0,0,0,0,0,0,16.8,57969,0,1,0,1,0,0,0,0,NULL,2350,NULL,NULL,869,NULL,2350,71.27,869,26.35,474,14.39,528,16.02,2290,69.44,14,0.44,23,0.69,0,0.00,7,0.20,16,0.49,19,0.57,83,5.42,139,9.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1143,669,705,0.213765919,3206,19,0.005761067,33,1,8,31,25,115,175
26007000900,26007,Michigan,Alpena County,0,2910,1292,0,0,0.00,0,0,0,0,0,1,14.3,52688,0,0,0,0,0,0,0,0,180,180,NULL,71,71,NULL,2735,94.00,933,32.07,531,18.26,577,19.84,2654,91.19,7,0.24,17,0.58,2,0.07,23,0.77,33,1.14,20,0.68,54,4.16,139,10.77,1980,68.04,648,22.25,366,12.58,406,13.96,1920,66.00,3,0.10,14,0.47,2,0.07,16,0.56,25,0.85,16,0.55,30,2.33,100,7.77,180,6.17,71,2.43,33,1.13,30,1.04,175,6.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.17,5,0.17,1,0.06,9,0.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,948,567,610,0.209621993,2822,8,0.002749141,17,2,26,35,21,59,146
26009960100,26009,Michigan,Antrim County,0,2602,1125,0,39,1.50,0,0,0,0,0,0,11.6,73400,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2488,95.61,728,27.98,480,18.44,605,23.26,2394,92.02,5,0.19,5,0.19,3,0.12,16,0.60,65,2.50,86,3.29,27,2.39,53,4.72,2342,90.01,692,26.59,465,17.88,548,21.05,2251,86.52,5,0.19,5,0.19,3,0.12,14,0.54,64,2.45,83,3.18,26,2.31,49,4.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,763,485,659,0.253266718,2506,5,0.001921599,5,3,17,66,86,29,57
26009960200,26009,Michigan,Antrim County,0,3388,1300,0,0,0.00,0,0,0,0,0,0,12.4,58194,0,0,0,0,0,0,0,0,39,39,NULL,14,14,NULL,3388,100.00,1217,35.93,826,24.38,473,13.96,3267,96.43,9,0.27,1,0.03,2,0.06,42,1.24,67,1.98,49,1.45,45,3.44,128,9.87,3388,100.00,1217,35.93,826,24.38,473,13.96,3267,96.43,9,0.27,1,0.03,2,0.06,42,1.24,67,1.98,49,1.45,45,3.44,128,9.87,39,1.16,14,0.43,12,0.36,5,0.16,38,1.13,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,1,0.04,1,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1185,826,473,0.13961039,3267,9,0.002656434,1,2,42,67,49,45,129
26009960300,26009,Michigan,Antrim County,0,2727,1195,0,9,0.33,0,0,0,0,0,0,8.6,63250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2044,74.97,445,16.31,315,11.56,547,20.07,2000,73.35,2,0.07,0,0.00,1,0.04,12,0.45,29,1.06,22,0.81,23,1.96,67,5.58,1629,59.73,315,11.56,232,8.52,476,17.44,1596,58.54,2,0.07,0,0.00,1,0.04,7,0.27,22,0.81,14,0.52,12,1.02,54,4.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,720,477,649,0.237990466,2654,3,0.00110011,3,1,17,49,30,50,91
26009960400,26009,Michigan,Antrim County,0,3361,1403,0,150,4.46,0,0,0,0,0,0,12.0,61071,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3011,89.59,890,26.49,573,17.04,837,24.89,2932,87.23,3,0.09,13,0.39,0,0.00,23,0.68,41,1.21,43,1.29,92,6.57,100,7.15,2317,68.94,682,20.28,434,12.91,658,19.58,2264,67.36,2,0.06,9,0.28,0,0.00,13,0.39,29,0.87,29,0.87,70,4.97,79,5.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,859,657,925,0.27521571,3276,3,0.000892591,15,0,24,43,49,101,108
26009960500,26009,Michigan,Antrim County,0,3212,1423,0,0,0.00,0,0,0,0,0,0,6.6,70724,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3212,100.00,830,25.85,599,18.65,833,25.93,3105,96.67,1,0.03,7,0.22,0,0.00,48,1.49,51,1.59,57,1.77,19,1.35,88,6.21,3164,98.51,818,25.46,594,18.49,818,25.46,3057,95.18,1,0.03,7,0.22,0,0.00,48,1.49,51,1.59,57,1.77,19,1.31,87,6.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,857,599,833,0.259339975,3105,1,0.000311333,7,0,48,51,57,18,87
